"Dealer ID",Code,"Total Point before this ","Membership Level","Subgroup ID","Subgroup Name",Quantity,Point,"Offer Point","Item Point","Item Point Should Membership Wise","Original Point Should Be","Amount Difference","Pay Status",Date
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 10:25:07"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 10:25:22"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 10:25:45"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 10:26:05"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 10:26:18"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 10:26:32"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 10:26:46"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 10:27:02"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 10:27:15"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 10:27:29"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 10:27:43"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 10:27:58"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 10:28:13"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 10:28:28"
737,scan,23,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 10:36:28"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 10:37:13"
737,scan,12,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 10:37:34"
737,scan,110,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 10:37:50"
737,scan,110,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 10:38:03"
737,scan,110,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 10:38:46"
737,scan,110,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 10:39:57"
737,scan,110,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 10:40:29"
737,scan,110,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 10:40:41"
737,scan,12,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 10:40:51"
737,scan,110,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 10:41:07"
737,scan,110,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 10:41:15"
737,scan,110,CF,,,scan,135,scan,scan,scan,135,0,"Payment Ok","2022-08-12 10:41:30"
737,scan,135,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 10:41:47"
737,scan,23,CF,,,scan,220,scan,scan,scan,220,0,"Payment Ok","2022-08-12 10:42:06"
737,scan,220,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 10:42:27"
737,scan,110,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 10:42:40"
737,scan,110,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 10:42:53"
737,scan,110,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 10:43:34"
737,scan,23,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-08-12 10:43:53"
737,scan,65,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-08-12 10:44:04"
737,scan,65,CF,,,scan,220,scan,scan,scan,220,0,"Payment Ok","2022-08-12 10:44:20"
737,scan,220,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 10:44:56"
737,scan,23,CF,,,scan,135,scan,scan,scan,135,0,"Payment Ok","2022-08-12 10:49:37"
737,scan,135,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 11:11:13"
737,DPU-1114-3428/2022,110,CF,333,"ACTIVE INTERIOR SEALER",126,94.5,0,0.75,0.75,94.5,0,"Payment Ok","2022-08-12 17:03:54"
737,DPU-1114-3428/2022,110,CF,44,"MASTER COAT EXTERIOR WALL SEALER",54,40.5,0,0.75,0.75,40.5,0,"Payment Ok","2022-08-12 17:03:54"
737,DPU-1114-3428/2022,110,CF,21,"PLASTELITE PLASTIC EMULSION",180,162,0,0.9,0.9,162,0,"Payment Ok","2022-08-12 17:03:54"
737,DPU-1114-3428/2022,110,CF,20,"MULTI-PURPOSE PUTTY WHITE",200,150,0,0.75,0.75,150,0,"Payment Ok","2022-08-12 17:03:54"
737,DPU-1114-3428/2022,110,CF,26,"REBELITE SPD",300,225,0,0.75,0.75,225,0,"Payment Ok","2022-08-12 17:03:54"
737,DPU-1114-3428/2022,110,CF,1,"SMOOTH EXTERIOR",108,97.2,0,0.9,0.9,97.2,0,"Payment Ok","2022-08-12 17:03:54"
737,scan,879.2,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 18:26:44"
737,scan,110,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 18:31:37"
737,scan,23,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 18:34:19"
737,scan,110,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 18:36:03"
737,scan,23,CF,,,scan,135,scan,scan,scan,135,0,"Payment Ok","2022-08-12 18:36:38"
737,scan,135,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 18:37:12"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 18:38:23"
737,scan,23,CF,,,scan,135,scan,scan,scan,135,0,"Payment Ok","2022-08-12 18:39:37"
737,scan,135,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 18:40:20"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 18:41:25"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 18:46:44"
737,scan,23,CF,,,scan,100,scan,scan,scan,100,0,"Payment Ok","2022-08-12 18:47:05"
737,scan,100,CF,,,scan,220,scan,scan,scan,220,0,"Payment Ok","2022-08-12 18:47:22"
737,scan,220,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 18:47:35"
737,scan,23,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 18:48:10"
737,scan,110,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-08-12 18:49:13"
737,scan,65,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 18:50:12"
737,scan,23,CF,,,scan,100,scan,scan,scan,100,0,"Payment Ok","2022-08-12 18:51:49"
737,scan,100,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 18:53:31"
737,scan,110,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-08-12 18:53:58"
737,scan,65,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 18:57:08"
737,scan,12,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 18:58:49"
737,scan,23,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 18:59:43"
737,scan,110,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-08-12 19:02:55"
737,scan,65,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:03:27"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:04:23"
737,scan,23,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 19:04:58"
737,scan,110,CF,,,scan,100,scan,scan,scan,100,0,"Payment Ok","2022-08-12 19:10:44"
737,scan,100,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 19:12:41"
737,scan,110,CF,,,scan,135,scan,scan,scan,135,0,"Payment Ok","2022-08-12 19:13:25"
737,scan,135,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:14:09"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:14:09"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:23:23"
737,scan,23,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 19:24:49"
737,scan,110,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-08-12 19:26:57"
737,scan,65,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 19:27:56"
737,scan,110,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 19:28:29"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 19:29:03"
737,scan,12,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:29:53"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:30:23"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:32:24"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:33:41"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:34:49"
737,scan,23,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 19:40:55"
737,scan,110,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 19:41:26"
737,scan,110,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 19:41:38"
737,scan,12,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 19:41:47"
737,scan,110,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 19:41:57"
737,scan,12,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:42:08"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:42:26"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:42:41"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:42:53"
737,scan,23,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 19:43:02"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 19:43:13"
737,scan,12,CF,,,scan,135,scan,scan,scan,135,0,"Payment Ok","2022-08-12 19:43:22"
737,scan,135,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 19:47:46"
737,scan,110,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 19:48:15"
737,scan,110,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:52:12"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:52:33"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:53:26"
737,scan,23,CF,,,scan,135,scan,scan,scan,135,0,"Payment Ok","2022-08-12 19:53:58"
737,scan,135,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:54:11"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:54:20"
737,scan,23,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 19:54:30"
737,scan,110,CF,,,scan,100,scan,scan,scan,100,0,"Payment Ok","2022-08-12 19:54:45"
737,scan,100,CF,,,scan,100,scan,scan,scan,100,0,"Payment Ok","2022-08-12 19:54:57"
737,scan,100,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 19:55:06"
737,scan,110,CF,,,scan,100,scan,scan,scan,100,0,"Payment Ok","2022-08-12 19:55:16"
737,scan,100,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 19:55:27"
737,scan,110,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-12 19:55:38"
737,scan,110,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-08-12 19:56:40"
737,scan,65,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-08-12 19:56:48"
737,scan,65,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-08-12 19:56:58"
737,scan,65,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-08-12 19:57:08"
737,scan,65,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 19:57:23"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 19:57:32"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 19:57:47"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 19:58:20"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 19:58:38"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 19:58:45"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 19:58:54"
737,scan,12,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:59:00"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:59:08"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:59:31"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:59:39"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:59:47"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 19:59:57"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 20:00:06"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-12 20:01:44"
737,scan,23,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:05:36"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:05:47"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:05:55"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:06:08"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:06:16"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:06:28"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:06:48"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:06:57"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:07:04"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:07:16"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:07:26"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:07:34"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:07:42"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:07:50"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:07:57"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:08:04"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:08:14"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:08:25"
737,scan,12,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-08-12 20:08:32"
737,scan,65,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-12 20:10:12"
737,DPU-1114-3444/2022,12,CF,43,"WALL PUTTY",125,93.75,0,0.75,0.75,93.75,0,"Payment Ok","2022-08-14 08:34:23"
737,DPU-1114-3444/2022,12,CF,44,"MASTER COAT EXTERIOR WALL SEALER",18,13.5,0,0.75,0.75,13.5,0,"Payment Ok","2022-08-14 08:34:23"
737,scan,119.25,CF,,,scan,55,scan,scan,scan,55,0,"Payment Ok","2022-08-14 10:56:06"
737,scan,55,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-14 10:58:15"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-14 10:58:35"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-14 11:01:08"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-14 11:01:52"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-14 11:03:12"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-14 11:15:38"
737,scan,12,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-14 11:16:26"
737,scan,23,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-14 11:16:41"
737,scan,110,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-08-14 11:17:05"
737,scan,65,CF,,,scan,100,scan,scan,scan,100,0,"Payment Ok","2022-08-14 11:17:25"
737,scan,100,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-14 11:18:05"
737,scan,110,CF,,,scan,100,scan,scan,scan,100,0,"Payment Ok","2022-08-14 11:18:40"
737,scan,100,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-14 11:19:01"
737,scan,110,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-14 11:19:41"
737,scan,110,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-14 11:21:14"
737,scan,110,CF,,,scan,100,scan,scan,scan,100,0,"Payment Ok","2022-08-14 11:21:58"
737,scan,100,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-14 11:22:11"
737,scan,110,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-14 11:22:27"
737,scan,12,CF,,,scan,135,scan,scan,scan,135,0,"Payment Ok","2022-08-14 11:22:43"
737,scan,135,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-14 11:24:42"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-14 11:25:00"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-14 11:25:17"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-14 11:25:33"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-14 11:25:48"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-14 11:25:59"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-14 11:26:14"
737,scan,12,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-08-14 11:26:27"
737,scan,65,CF,,,scan,55,scan,scan,scan,55,0,"Payment Ok","2022-08-14 11:30:23"
737,DPU-1114-3452/2022,55,CF,3,"ACLOSE SEALER",18,16.2,0,0.9,0.9,16.2,0,"Payment Ok","2022-08-14 12:34:01"
737,scan,71.2,CF,,,scan,55,scan,scan,scan,55,0,"Payment Ok","2022-08-14 13:20:04"
737,scan,55,CF,,,scan,55,scan,scan,scan,55,0,"Payment Ok","2022-08-14 13:20:22"
737,DPU-1114-3457/2022,55,CF,3,"ACLOSE SEALER",8,7.2,0,0.9,0.9,7.2,0,"Payment Ok","2022-08-14 19:19:38"
737,DPU-1114-3457/2022,55,CF,21,"PLASTELITE PLASTIC EMULSION",12,10.8,0,0.9,0.9,10.8,0,"Payment Ok","2022-08-14 19:19:38"
737,DPU-1114-3457/2022,55,CF,19,"LUCKY SEVEN SYN. ENAMEL",6,5.4,0,0.9,0.9,5.4,0,"Payment Ok","2022-08-14 19:19:38"
737,DPU-1114-3457/2022,55,CF,26,"REBELITE SPD",54,40.5,0,0.75,0.75,40.5,0,"Payment Ok","2022-08-14 19:19:38"
737,DPU-1114-3457/2022,55,CF,239,"THINNER T-1 GENERAL PURPOSE THINNER",1,0,0,0,0,0,0,"Payment Ok","2022-08-14 19:19:38"
737,DPU-1114-3461/2022,118.9,CF,1,"SMOOTH EXTERIOR",180,162,0,0.9,0.9,162,0,"Payment Ok","2022-08-15 09:20:57"
737,DPU-1114-3461/2022,118.9,CF,2,"MASTER COAT",90,112.5,0,1.25,1.25,112.5,0,"Payment Ok","2022-08-15 09:20:57"
737,DPU-1114-3461/2022,118.9,CF,19,"LUCKY SEVEN SYN. ENAMEL",40,36,0,0.9,0.9,36,0,"Payment Ok","2022-08-15 09:20:57"
737,DPU-1114-3461/2022,118.9,CF,20,"MULTI-PURPOSE PUTTY WHITE",200,150,0,0.75,0.75,150,0,"Payment Ok","2022-08-15 09:20:57"
737,DPU-1114-3461/2022,118.9,CF,21,"PLASTELITE PLASTIC EMULSION",180,162,0,0.9,0.9,162,0,"Payment Ok","2022-08-15 09:20:57"
737,DPU-1114-3461/2022,118.9,CF,26,"REBELITE SPD",360,270,0,0.75,0.75,270,0,"Payment Ok","2022-08-15 09:20:57"
737,DPU-1114-3461/2022,118.9,CF,333,"ACTIVE INTERIOR SEALER",180,135,0,0.75,0.75,135,0,"Payment Ok","2022-08-15 09:20:57"
737,DPU-1114-3461/2022,118.9,CF,44,"MASTER COAT EXTERIOR WALL SEALER",90,67.5,0,0.75,0.75,67.5,0,"Payment Ok","2022-08-15 09:20:57"
737,scan,1213.9,CF,,,scan,220,scan,scan,scan,220,0,"Payment Ok","2022-08-15 10:16:28"
737,scan,220,CF,,,scan,220,scan,scan,scan,220,0,"Payment Ok","2022-08-15 10:16:43"
737,scan,220,CF,,,scan,220,scan,scan,scan,220,0,"Payment Ok","2022-08-15 10:16:57"
737,scan,220,CF,,,scan,220,scan,scan,scan,220,0,"Payment Ok","2022-08-15 10:17:08"
737,scan,220,CF,,,scan,45,scan,scan,scan,45,0,"Payment Ok","2022-08-15 10:17:21"
737,scan,45,CF,,,scan,135,scan,scan,scan,135,0,"Payment Ok","2022-08-15 12:50:01"
737,scan,135,CF,,,scan,135,scan,scan,scan,135,0,"Payment Ok","2022-08-15 13:18:51"
737,scan,135,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-15 14:32:11"
737,scan,110,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-15 14:32:44"
737,scan,110,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-15 14:38:06"
737,scan,23,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-15 14:39:18"
737,DPU-1114-3475/2022,12,CF,1,"SMOOTH EXTERIOR",180,162,0,0.9,0.9,162,0,"Payment Ok","2022-08-15 18:49:39"
737,DPU-1114-3475/2022,12,CF,2,"MASTER COAT",90,112.5,0,1.25,1.25,112.5,0,"Payment Ok","2022-08-15 18:49:39"
737,DPU-1114-3475/2022,12,CF,3,"ACLOSE SEALER",90,81,0,0.9,0.9,81,0,"Payment Ok","2022-08-15 18:49:39"
737,DPU-1114-3475/2022,12,CF,19,"LUCKY SEVEN SYN. ENAMEL",54,48.6,0,0.9,0.9,48.6,0,"Payment Ok","2022-08-15 18:49:39"
737,DPU-1114-3475/2022,12,CF,21,"PLASTELITE PLASTIC EMULSION",180,162,0,0.9,0.9,162,0,"Payment Ok","2022-08-15 18:49:39"
737,DPU-1114-3475/2022,12,CF,20,"MULTI-PURPOSE PUTTY WHITE",200,150,0,0.75,0.75,150,0,"Payment Ok","2022-08-15 18:49:39"
737,DPU-1114-3475/2022,12,CF,24,"QUICK DRYING ENAMEL",54,40.5,0,0.75,0.75,40.5,0,"Payment Ok","2022-08-15 18:49:39"
737,DPU-1114-3475/2022,12,CF,26,"REBELITE SPD",786,589.5,0,0.75,0.75,589.5,0,"Payment Ok","2022-08-15 18:49:39"
737,DPU-1114-3475/2022,12,CF,44,"MASTER COAT EXTERIOR WALL SEALER",90,67.5,0,0.75,0.75,67.5,0,"Payment Ok","2022-08-15 18:49:39"
737,DPU-1114-3475/2022,12,CF,333,"ACTIVE INTERIOR SEALER",90,67.5,0,0.75,0.75,67.5,0,"Payment Ok","2022-08-15 18:49:39"
737,DPU-1114-3475/2022,12,CF,188,"MARELITE ACRO PRIMER",45,40.5,0,0.9,0.9,40.5,0,"Payment Ok","2022-08-15 18:49:39"
737,scan,1533.6,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-15 19:39:26"
737,scan,12,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-16 09:17:10"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-16 09:20:59"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-16 09:21:26"
737,scan,23,CF,,,scan,100,scan,scan,scan,100,0,"Payment Ok","2022-08-16 09:22:51"
737,scan,100,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-08-16 09:25:21"
737,scan,65,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-16 09:25:34"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-16 09:25:53"
737,scan,12,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-16 09:26:00"
737,scan,23,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-16 09:26:12"
737,scan,23,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-16 09:26:26"
737,scan,12,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-08-16 09:28:47"
737,scan,23,CF,,,scan,100,scan,scan,scan,100,0,"Payment Ok","2022-08-16 09:29:20"
737,scan,100,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-08-16 20:09:28"
737,DPU-1114-3494/2022,12,CF,2,"MASTER COAT",60,75,0,1.25,1.25,75,0,"Payment Ok","2022-08-16 20:55:57"
737,DPU-1114-3495/2022,87,CF,2,"MASTER COAT",100,125,0,1.25,1.25,125,0,"Payment Ok","2022-08-16 21:06:40"
737,scan,212,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-17 11:25:40"
737,scan,110,CF,,,scan,100,scan,scan,scan,100,0,"Payment Ok","2022-08-17 11:27:40"
737,scan,100,CF,,,scan,100,scan,scan,scan,100,0,"Payment Ok","2022-08-17 11:28:21"
737,scan,100,CF,,,scan,100,scan,scan,scan,100,0,"Payment Ok","2022-08-17 11:30:56"
737,scan,100,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-08-17 11:31:10"
737,scan,65,CF,,,scan,100,scan,scan,scan,100,0,"Payment Ok","2022-08-17 11:31:48"
737,scan,100,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-08-17 11:32:04"
737,scan,110,CF,,,scan,55,scan,scan,scan,55,0,"Payment Ok","2022-08-17 11:32:22"
